onset	duration	scoring_idx	scoring
491.292	30	1	Wake
521.292	30	1	Wake
551.292	30	1	Wake
581.292	30	1	Wake
611.292	30	1	Wake
641.292	30	1	Wake
671.292	30	1	Wake
701.292	30	1	Wake
731.292	30	1	Wake
761.292	30	1	Wake
791.292	30	1	Wake
821.292	30	1	Wake
851.292	30	1	Wake
881.292	30	1	Wake
911.292	30	1	Wake
941.292	30	1	Wake
971.292	30	1	Wake
1001.292	30	1	Wake
1031.292	30	1	Wake
1061.292	30	1	Wake
1091.292	30	1	Wake
1121.292	30	1	Wake
1151.292	30	1	Wake
1181.292	30	1	Wake
1211.292	30	1	Wake
1241.292	30	1	Wake
1271.292	30	1	Wake
1301.292	30	1	Wake
1331.292	30	1	Wake
1361.292	30	1	Wake
1391.292	30	1	Wake
1421.292	30	1	Wake
1451.292	30	1	Wake
1481.292	30	1	Wake
1511.292	30	1	Wake
1541.292	30	1	Wake
1571.292	30	1	Wake
1601.292	30	1	Wake
1631.292	30	3	N1
1661.292	30	3	N1
1691.292	30	3	N1
1721.292	30	3	N1
1751.292	30	1	Wake
1781.292	30	3	N1
1811.292	30	3	N1
1841.292	30	3	N1
1871.292	30	3	N1
1901.292	30	6	Artefact
1931.292	30	3	N1
1961.292	30	3	N1
1991.292	30	6	Artefact
2021.292	30	6	Artefact
2051.292	30	6	Artefact
2081.292	30	6	Artefact
2111.292	30	6	Artefact
2141.292	30	6	Artefact
2171.292	30	4	N2
2201.292	30	4	N2
2231.292	30	3	N1
2261.292	30	4	N2
2291.292	30	4	N2
2321.292	30	4	N2
2351.292	30	4	N2
2381.292	30	4	N2
2411.292	30	6	Artefact
2441.292	30	6	Artefact
2471.292	30	4	N2
2501.292	30	6	Artefact
2531.292	30	6	Artefact
2561.292	30	3	N1
2591.292	30	4	N2
2621.292	30	6	Artefact
2651.292	30	3	N1
2681.292	30	6	Artefact
2711.292	30	6	Artefact
2741.292	30	4	N2
2771.292	30	6	Artefact
2801.292	30	6	Artefact
2831.292	30	6	Artefact
2861.292	30	4	N2
2891.292	30	4	N2
2921.292	30	5	N3
2951.292	30	5	N3
2981.292	30	5	N3
3011.292	30	5	N3
3041.292	30	4	N2
3071.292	30	5	N3
3101.292	30	4	N2
3131.292	30	5	N3
3161.292	30	5	N3
3191.292	30	4	N2
3221.292	30	4	N2
3251.292	30	4	N2
3281.292	30	3	N1
3311.292	30	6	Artefact
3341.292	30	3	N1
3371.292	30	4	N2
3401.292	30	6	Artefact
3431.292	30	4	N2
3461.292	30	4	N2
3491.292	30	4	N2
3521.292	30	4	N2
3551.292	30	4	N2
3581.292	30	4	N2
3611.292	30	4	N2
3641.292	30	4	N2
3671.292	30	4	N2
3701.292	30	4	N2
3731.292	30	4	N2
3761.292	30	5	N3
3791.292	30	4	N2
3821.292	30	4	N2
3851.292	30	5	N3
3881.292	30	5	N3
3911.292	30	4	N2
3941.292	30	5	N3
3971.292	30	5	N3
4001.292	30	5	N3
4031.292	30	5	N3
4061.292	30	5	N3
4091.292	30	5	N3
4121.292	30	5	N3
4151.292	30	5	N3
4181.292	30	5	N3
4211.292	30	5	N3
4241.292	30	6	Artefact
4271.292	30	4	N2
4301.292	30	6	Artefact
4331.292	30	6	Artefact
4361.292	30	4	N2
4391.292	30	4	N2
4421.292	30	4	N2
4451.292	30	5	N3
4481.292	30	5	N3
4511.292	30	4	N2
4541.292	30	3	N1
4571.292	30	4	N2
4601.292	30	3	N1
4631.292	30	4	N2
4661.292	30	4	N2
4691.292	30	4	N2
4721.292	30	6	Artefact
4751.292	30	6	Artefact
4781.292	30	6	Artefact
4811.292	30	4	N2
4841.292	30	6	Artefact
4871.292	30	3	N1
4901.292	30	4	N2
4931.292	30	3	N1
4961.292	30	4	N2
4991.292	30	1	Wake
5021.292	30	3	N1
5051.292	30	3	N1
5081.292	30	2	REM
5111.292	30	2	REM
5141.292	30	2	REM
5171.292	30	2	REM
5201.292	30	4	N2
5231.292	30	4	N2
5261.292	30	4	N2
5291.292	30	3	N1
5321.292	30	3	N1
5351.292	30	4	N2
5381.292	30	2	REM
5411.292	30	1	Wake
5441.292	30	1	Wake
5471.292	30	3	N1
5501.292	30	3	N1
5531.292	30	3	N1
5561.292	30	3	N1
5591.292	30	3	N1
5621.292	30	6	Artefact
5651.292	30	3	N1
5681.292	30	4	N2
5711.292	30	4	N2
5741.292	30	4	N2
5771.292	30	4	N2
5801.292	30	4	N2
5831.292	30	4	N2
5861.292	30	4	N2
5891.292	30	4	N2
5921.292	30	4	N2
5951.292	30	3	N1
5981.292	30	3	N1
6011.292	30	3	N1
6041.292	30	6	Artefact
6071.292	30	3	N1
6101.292	30	3	N1
6131.292	30	4	N2
6161.292	30	4	N2
6191.292	30	3	N1
6221.292	30	4	N2
6251.292	30	3	N1
6281.292	30	4	N2
6311.292	30	3	N1
6341.292	30	1	Wake
6371.292	30	1	Wake
6401.292	30	1	Wake
6431.292	30	3	N1
6461.292	30	3	N1
6491.292	30	3	N1
6521.292	30	6	Artefact
6551.292	30	6	Artefact
6581.292	30	4	N2
6611.292	30	4	N2
6641.292	30	4	N2
6671.292	30	4	N2
6701.292	30	4	N2
6731.292	30	3	N1
6761.292	30	4	N2
6791.292	30	4	N2
6821.292	30	4	N2
6851.292	30	4	N2
6881.292	30	4	N2
6911.292	30	4	N2
6941.292	30	4	N2
6971.292	30	4	N2
7001.292	30	4	N2
7031.292	30	5	N3
7061.292	30	5	N3
7091.292	30	5	N3
7121.292	30	4	N2
7151.292	30	4	N2
7181.292	30	5	N3
7211.292	30	4	N2
7241.292	30	4	N2
7271.292	30	5	N3
7301.292	30	4	N2
7331.292	30	4	N2
7361.292	30	3	N1
7391.292	30	3	N1
7421.292	30	4	N2
7451.292	30	4	N2
7481.292	30	4	N2
7511.292	30	4	N2
7541.292	30	4	N2
7571.292	30	4	N2
7601.292	30	4	N2
7631.292	30	5	N3
7661.292	30	4	N2
7691.292	30	4	N2
7721.292	30	4	N2
7751.292	30	4	N2
7781.292	30	5	N3
7811.292	30	4	N2
7841.292	30	4	N2
7871.292	30	4	N2
7901.292	30	3	N1
7931.292	30	4	N2
7961.292	30	4	N2
7991.292	30	4	N2
8021.292	30	4	N2
8051.292	30	4	N2
8081.292	30	4	N2
8111.292	30	4	N2
8141.292	30	4	N2
8171.292	30	4	N2
8201.292	30	4	N2
8231.292	30	4	N2
8261.292	30	3	N1
8291.292	30	2	REM
8321.292	30	6	Artefact
8351.292	30	2	REM
8381.292	30	2	REM
8411.292	30	2	REM
8441.292	30	2	REM
8471.292	30	2	REM
8501.292	30	2	REM
8531.292	30	2	REM
8561.292	30	3	N1
8591.292	30	2	REM
8621.292	30	2	REM
8651.292	30	2	REM
8681.292	30	2	REM
8711.292	30	2	REM
8741.292	30	2	REM
8771.292	30	2	REM
8801.292	30	2	REM
8831.292	30	2	REM
8861.292	30	2	REM
8891.292	30	2	REM
8921.292	30	2	REM
8951.292	30	2	REM
8981.292	30	2	REM
9011.292	30	3	N1
9041.292	30	2	REM
9071.292	30	2	REM
9101.292	30	2	REM
9131.292	30	2	REM
9161.292	30	2	REM
9191.292	30	2	REM
9221.292	30	2	REM
9251.292	30	2	REM
9281.292	30	2	REM
9311.292	30	2	REM
9341.292	30	1	Wake
9371.292	30	1	Wake
9401.292	30	3	N1
9431.292	30	4	N2
9461.292	30	3	N1
9491.292	30	4	N2
9521.292	30	4	N2
9551.292	30	4	N2
9581.292	30	3	N1
9611.292	30	4	N2
9641.292	30	4	N2
9671.292	30	4	N2
9701.292	30	3	N1
9731.292	30	3	N1
